,Country,hdi_2009,hdi_2019,hdi_var,edu_2009,edu_2019,edu_var,pov_index
127, Norway,0.9369999766349792,0.9570000171661377,0.020000040531158447,17.399999618530273,18.100000381469727,0.7000007629394531,0.14128972589969635
128, Oman,0.7770000100135803,0.8130000233650208,0.03600001335144043,13.300000190734863,14.199999809265137,0.8999996185302734,0.14128972589969635
129, Pakistan,0.5080000162124634,0.5569999814033508,0.04899996519088745,6.699999809265137,8.300000190734863,1.6000003814697266,0.1979999989271164
130, Palau,0.7820000052452087,0.8259999752044678,0.04399996995925903,14.100000381469727,15.800000190734863,1.6999998092651367,0.14128972589969635
131," Palestine, State of",0.6790000200271606,0.7080000042915344,0.02899998426437378,13.300000190734863,13.399999618530273,0.09999942779541016,0.004000000189989805
132, Panama,0.7720000147819519,0.8149999976158142,0.042999982833862305,12.699999809265137,12.899999618530273,0.19999980926513672,0.14128972589969635
133, Papua New Guinea,0.5120000243186951,0.5550000071525574,0.042999982833862305,9.300000190734863,10.199999809265137,0.8999996185302734,0.2630000114440918
134, Paraguay,0.6809999942779541,0.7279999852180481,0.046999990940093994,12.399999618530273,12.699999809265137,0.3000001907348633,0.01899999938905239
135, Peru,0.7179999947547913,0.7770000100135803,0.05900001525878906,13.600000381469727,15.0,1.3999996185302734,0.028999999165534973
136, Philippines,0.6650000214576721,0.7179999947547913,0.05299997329711914,11.399999618530273,13.100000381469727,1.7000007629394531,0.024000000208616257
137, Poland,0.8339999914169312,0.8799999952316284,0.046000003814697266,15.100000381469727,16.299999237060547,1.1999988555908203,0.14128972589969635
138, Portugal,0.8230000138282776,0.8640000224113464,0.04100000858306885,15.800000190734863,16.5,0.6999998092651367,0.14128972589969635
139, Qatar,0.8410000205039978,0.8479999899864197,0.006999969482421875,12.5,12.0,-0.5,0.14128972589969635
140, Romania,0.8059999942779541,0.828000009059906,0.022000014781951904,15.600000381469727,14.300000190734863,-1.3000001907348633,0.14128972589969635
141, Russian Federation,0.7730000019073486,0.8240000009536743,0.050999999046325684,13.699999809265137,15.0,1.3000001907348633,0.14128972589969635
142, Rwanda,0.47699999809265137,0.5429999828338623,0.06599998474121094,11.0,11.199999809265137,0.19999980926513672,0.2590000033378601
